trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,date_utc
90,2026-07-29 14:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.66,1.0,149.66,1.08,0.4,1.0,-0.71,0.26,0.39,0.12,0.15,0.27,0.12,9977.24,0.23,2026-07-29
91,2026-07-29 17:45:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.66,1.0,149.66,0.66,1.26,1.02,-0.82,0.66,0.99,0.12,0.15,0.27,0.72,9977.96,0.22,2026-07-29
92,2026-07-29 17:45:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.67,3.0,449.01,0.49,0.85,0.75,-0.41,0.49,2.2,0.36,0.45,0.81,1.39,9979.35,0.21,2026-07-29
93,2026-07-29 17:45:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.9,1.0,49.9,0.71,1.15,0.8,-0.81,0.71,0.36,0.04,0.05,0.09,0.27,9979.62,0.2,2026-07-29
94,2026-07-29 17:45:00+00:00,XRPUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.9,1.0,49.9,0.68,0.92,0.99,-0.6,0.68,0.34,0.04,0.05,0.09,0.25,9979.87,0.2,2026-07-29
95,2026-07-29 18:30:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.9,1.0,49.9,0.52,0.97,0.36,-1.01,-0.58,-0.29,0.04,0.05,0.09,-0.38,9979.49,0.21,2026-07-29
96,2026-07-29 19:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.69,1.0,149.69,1.36,0.7,0.95,-0.38,-0.27,-0.4,0.12,0.15,0.27,-0.67,9978.81,0.21,2026-07-29
97,2026-07-29 19:45:00+00:00,ETHUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.68,1.0,149.68,1.46,1.1,0.88,-0.68,-1.01,-1.51,0.12,0.15,0.27,-1.78,9977.03,0.23,2026-07-29
98,2026-07-29 19:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.89,1.0,49.89,1.84,1.3,0.6,-0.81,-1.18,-0.59,0.04,0.05,0.09,-0.68,9976.36,0.24,2026-07-29
99,2026-07-29 19:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.65,3.0,448.94,1.35,1.3,1.28,-0.59,-0.39,-1.75,0.36,0.45,0.81,-2.56,9973.8,0.26,2026-07-29
100,2026-07-29 20:00:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.61,1.0,149.61,1.1,1.03,0.61,-0.2,-0.68,-1.02,0.12,0.15,0.27,-1.29,9972.51,0.27,2026-07-29
101,2026-07-29 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.86,1.0,49.86,1.0,0.97,0.68,-0.76,-0.18,-0.09,0.04,0.05,0.09,-0.18,9972.33,0.28,2026-07-29
102,2026-07-29 22:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.58,1.0,149.58,1.0,0.86,0.7,-0.76,-0.11,-0.16,0.12,0.15,0.27,-0.43,9971.9,0.28,2026-07-29
103,2026-07-29 22:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.86,1.0,49.86,0.47,0.42,0.12,-0.14,-0.07,-0.03,0.04,0.05,0.09,-0.12,9971.77,0.28,2026-07-29
104,2026-07-29 22:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.86,1.0,49.86,0.49,0.54,0.17,-0.18,-0.5,-0.25,0.04,0.05,0.09,-0.34,9971.43,0.29,2026-07-29
105,2026-07-29 23:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.57,1.0,149.57,0.68,0.63,0.03,-0.3,-0.24,-0.36,0.12,0.15,0.27,-0.63,9970.8,0.29,2026-07-29
106,2026-07-29 23:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.56,1.0,149.56,0.55,0.58,0.84,-0.38,0.55,0.82,0.12,0.15,0.27,0.55,9971.35,0.29,2026-07-29
107,2026-07-30 00:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.86,1.0,49.86,0.54,0.38,0.17,-0.22,-0.03,-0.01,0.04,0.05,0.09,-0.1,9971.25,0.29,2026-07-30
108,2026-07-30 00:30:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.57,1.0,149.57,0.71,0.73,0.14,-0.47,-0.64,-0.96,0.12,0.15,0.27,-1.23,9970.02,0.3,2026-07-30
109,2026-07-30 00:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.55,1.0,149.55,0.55,0.53,0.15,-0.08,-0.57,-0.85,0.12,0.15,0.27,-1.12,9968.9,0.31,2026-07-30
110,2026-07-30 01:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.84,1.0,49.84,0.68,0.71,0.26,-0.17,-0.32,-0.16,0.04,0.05,0.09,-0.25,9968.65,0.31,2026-07-30
111,2026-07-30 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.84,1.0,49.84,0.63,0.75,0.23,-0.35,-0.38,-0.19,0.04,0.05,0.09,-0.28,9968.37,0.32,2026-07-30
112,2026-07-30 04:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.53,1.0,149.53,0.7,0.56,0.66,-0.19,0.0,0.0,0.12,0.15,0.27,-0.27,9968.1,0.32,2026-07-30
113,2026-07-30 04:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.84,1.0,49.84,0.63,0.41,0.39,-0.37,-0.26,-0.13,0.04,0.05,0.09,-0.22,9967.88,0.32,2026-07-30
114,2026-07-30 04:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.52,1.0,149.52,0.71,0.43,0.29,-0.24,0.02,0.03,0.12,0.15,0.27,-0.24,9967.64,0.32,2026-07-30
115,2026-07-30 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.51,1.0,149.51,0.67,0.24,0.17,-0.2,-0.02,-0.03,0.12,0.15,0.27,-0.3,9967.34,0.33,2026-07-30
116,2026-07-30 05:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.51,1.0,149.51,0.59,0.26,0.1,-0.1,-0.05,-0.07,0.12,0.15,0.27,-0.34,9967.0,0.33,2026-07-30
117,2026-07-30 05:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.84,1.0,49.84,0.46,0.39,0.07,-0.27,-0.22,-0.11,0.04,0.05,0.09,-0.2,9966.8,0.33,2026-07-30
118,2026-07-30 06:45:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.5,1.0,149.5,0.62,0.39,0.14,-0.15,0.0,0.0,0.12,0.15,0.27,-0.27,9966.53,0.33,2026-07-30
119,2026-07-30 07:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.83,1.0,49.83,0.48,0.4,1.72,-0.27,0.48,0.24,0.04,0.05,0.09,0.15,9966.68,0.33,2026-07-30
120,2026-07-30 08:15:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.5,1.0,149.5,0.92,0.79,1.18,-0.56,0.92,1.37,0.12,0.15,0.27,1.1,9967.78,0.32,2026-07-30
121,2026-07-30 08:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.84,1.0,49.84,1.05,0.55,1.41,-0.45,1.05,0.52,0.04,0.05,0.09,0.43,9968.22,0.32,2026-07-30
122,2026-07-30 08:45:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.84,1.0,49.84,0.91,0.44,1.59,-0.12,0.91,0.45,0.04,0.05,0.09,0.36,9968.58,0.31,2026-07-30
123,2026-07-30 09:00:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.53,3.0,448.59,0.64,0.81,0.24,-0.19,-0.24,-1.08,0.36,0.45,0.81,-1.88,9966.7,0.33,2026-07-30
124,2026-07-30 11:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.5,1.0,149.5,0.58,0.64,0.24,-0.14,-0.24,-0.36,0.12,0.15,0.27,-0.63,9966.07,0.34,2026-07-30
125,2026-07-30 12:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.49,1.0,149.49,0.7,0.71,1.0,-0.58,0.7,1.05,0.12,0.15,0.27,0.78,9966.84,0.33,2026-07-30
126,2026-07-30 15:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.5,1.0,149.5,0.64,0.54,0.12,-0.22,-0.27,-0.4,0.12,0.15,0.27,-0.67,9966.17,0.34,2026-07-30
127,2026-07-30 17:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.49,1.0,149.49,0.59,0.47,0.1,-0.24,-0.17,-0.25,0.12,0.15,0.27,-0.52,9965.65,0.34,2026-07-30
128,2026-07-30 18:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.48,1.0,149.48,0.29,0.32,0.2,-0.12,-0.18,-0.27,0.12,0.15,0.27,-0.54,9965.11,0.35,2026-07-30
129,2026-07-30 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.48,1.0,149.48,0.16,0.32,0.02,-0.05,-0.21,-0.31,0.12,0.15,0.27,-0.58,9964.53,0.35,2026-07-30
130,2026-07-30 19:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.47,1.0,149.47,0.37,0.48,0.13,-0.1,-0.27,-0.4,0.12,0.15,0.27,-0.67,9963.85,0.36,2026-07-30
131,2026-07-30 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.46,1.0,149.46,0.69,0.62,0.15,-0.29,-0.25,-0.37,0.12,0.15,0.27,-0.64,9963.21,0.37,2026-07-30
132,2026-07-30 19:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.82,1.0,49.82,0.46,0.3,0.07,-0.16,-0.15,-0.07,0.04,0.05,0.09,-0.16,9963.05,0.37,2026-07-30
133,2026-07-30 19:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.82,1.0,49.82,0.44,0.43,0.22,-0.17,-0.14,-0.07,0.04,0.05,0.09,-0.16,9962.89,0.37,2026-07-30
134,2026-07-30 20:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.44,1.0,149.44,0.12,0.16,0.05,-0.12,0.0,0.0,0.12,0.15,0.27,-0.27,9962.62,0.37,2026-07-30
135,2026-07-30 20:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.44,1.0,149.44,0.56,0.35,2.68,-0.35,0.56,0.84,0.12,0.15,0.27,0.57,9963.19,0.37,2026-07-30
136,2026-07-30 20:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.82,1.0,49.82,0.33,0.23,0.02,-0.18,0.0,0.0,0.04,0.05,0.09,-0.09,9963.1,0.37,2026-07-30
137,2026-07-30 20:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.45,1.0,149.45,0.49,0.46,0.23,-0.26,-0.13,-0.19,0.12,0.15,0.27,-0.46,9962.64,0.37,2026-07-30
138,2026-07-30 20:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.44,1.0,149.44,0.1,0.19,0.12,-0.17,0.1,0.15,0.12,0.15,0.27,-0.12,9962.52,0.37,2026-07-30
139,2026-07-30 20:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.43,0.38,0.12,-0.39,-0.28,-0.14,0.04,0.05,0.09,-0.23,9962.29,0.38,2026-07-30
140,2026-07-30 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.43,1.0,149.43,0.4,0.39,0.08,-0.18,0.0,0.0,0.12,0.15,0.27,-0.27,9962.02,0.38,2026-07-30
141,2026-07-30 22:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.43,1.0,149.43,0.52,0.53,0.58,-0.5,0.52,0.78,0.12,0.15,0.27,0.51,9962.53,0.37,2026-07-30
142,2026-07-30 22:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.57,0.39,0.24,-0.4,-0.17,-0.08,0.04,0.05,0.09,-0.17,9962.36,0.38,2026-07-30
143,2026-07-30 22:15:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.41,0.7,0.19,-0.25,-0.32,-0.16,0.04,0.05,0.09,-0.25,9962.11,0.38,2026-07-30
144,2026-07-30 22:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.43,1.0,149.43,0.48,0.59,0.14,-0.41,-0.37,-0.55,0.12,0.15,0.27,-0.82,9961.29,0.39,2026-07-30
145,2026-07-30 23:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.42,1.0,149.42,0.32,0.43,0.55,-0.23,0.32,0.48,0.12,0.15,0.27,0.22,9961.5,0.38,2026-07-30
146,2026-07-31 00:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.42,1.0,149.42,0.82,0.41,0.23,-0.14,-0.6,-0.9,0.12,0.15,0.27,-1.17,9960.34,0.4,2026-07-31
147,2026-07-31 00:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.41,1.0,149.41,0.68,0.19,0.13,-0.07,0.08,0.12,0.12,0.15,0.27,-0.15,9960.19,0.4,2026-07-31
148,2026-07-31 00:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.62,0.25,0.17,-0.11,0.09,0.04,0.04,0.05,0.09,-0.04,9960.14,0.4,2026-07-31
149,2026-07-31 01:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.47,1.2,0.09,-0.97,-1.09,-0.54,0.04,0.05,0.09,-0.63,9959.51,0.4,2026-07-31
150,2026-07-31 01:00:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.34,0.93,0.34,-0.71,-0.56,-0.28,0.04,0.05,0.09,-0.37,9959.14,0.41,2026-07-31
151,2026-07-31 01:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.39,1.0,149.39,0.51,0.7,0.17,-0.23,0.0,0.0,0.12,0.15,0.27,-0.27,9958.87,0.41,2026-07-31
152,2026-07-31 01:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.38,1.0,149.38,0.33,0.67,0.07,-0.23,0.0,0.0,0.12,0.15,0.27,-0.27,9958.6,0.41,2026-07-31
153,2026-07-31 01:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.38,1.0,149.38,0.78,0.36,2.98,-0.4,0.78,1.17,0.12,0.15,0.27,0.9,9959.5,0.4,2026-07-31
154,2026-07-31 01:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.39,1.0,149.39,0.88,0.37,3.68,-0.56,0.88,1.32,0.12,0.15,0.27,1.05,9960.56,0.39,2026-07-31
155,2026-07-31 01:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.41,1.0,149.41,0.86,0.57,3.25,-0.51,0.86,1.28,0.12,0.15,0.27,1.01,9961.57,0.38,2026-07-31
156,2026-07-31 02:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.85,0.58,0.85,-0.28,0.0,0.0,0.04,0.05,0.09,-0.09,9961.48,0.39,2026-07-31
157,2026-07-31 06:15:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.52,0.61,0.01,-0.21,0.0,0.0,0.04,0.05,0.09,-0.09,9961.39,0.39,2026-07-31
158,2026-07-31 06:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.81,1.0,49.81,0.7,0.31,1.13,-0.55,0.7,0.35,0.04,0.05,0.09,0.26,9961.65,0.38,2026-07-31
159,2026-07-31 13:15:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.32,0.61,0.01,-0.15,0.0,0.0,0.04,0.05,0.09,-0.09,9961.56,0.38,2026-07-31
160,2026-07-31 13:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,1.17,0.63,0.82,-0.57,0.07,0.03,0.04,0.05,0.09,-0.05,9961.5,0.38,2026-07-31
161,2026-07-31 17:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.42,1.0,149.42,0.51,0.7,1.02,-0.11,0.51,0.76,0.12,0.15,0.27,0.49,9961.99,0.38,2026-07-31
162,2026-07-31 17:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.81,1.0,49.81,0.24,0.56,0.22,-0.04,-0.33,-0.16,0.04,0.05,0.09,-0.25,9961.74,0.38,2026-07-31
163,2026-07-31 17:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.43,1.0,149.43,0.29,0.59,0.17,-0.08,-0.36,-0.54,0.12,0.15,0.27,-0.81,9960.93,0.39,2026-07-31
164,2026-07-31 18:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.25,0.3,0.25,-0.03,0.0,0.0,0.04,0.05,0.09,-0.09,9960.84,0.39,2026-07-31
165,2026-07-31 18:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.8,1.0,49.8,0.75,0.3,0.89,-0.33,0.75,0.37,0.04,0.05,0.09,0.28,9961.12,0.39,2026-07-31
166,2026-07-31 18:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.81,1.0,49.81,0.18,0.22,0.22,-0.11,0.18,0.09,0.04,0.05,0.09,-0.0,9961.12,0.39,2026-07-31
167,2026-07-31 19:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.42,1.0,149.42,1.18,0.42,0.35,-0.31,0.0,0.0,0.12,0.15,0.27,-0.27,9960.86,0.39,2026-07-31
168,2026-07-31 19:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.41,1.0,149.41,0.44,0.17,0.25,-0.08,0.04,0.06,0.12,0.15,0.27,-0.21,9960.65,0.39,2026-07-31
169,2026-07-31 19:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.41,1.0,149.41,0.99,0.22,0.5,-0.14,0.12,0.18,0.12,0.15,0.27,-0.09,9960.56,0.39,2026-07-31
170,2026-07-31 20:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.41,1.0,149.41,0.87,0.64,0.12,-0.26,-0.35,-0.52,0.12,0.15,0.27,-0.79,9959.77,0.4,2026-07-31
171,2026-07-31 22:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.4,1.0,149.4,0.14,0.43,0.0,-0.13,0.0,0.0,0.12,0.15,0.27,-0.27,9959.5,0.41,2026-07-31
172,2026-07-31 22:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.39,1.0,149.39,0.48,0.29,0.24,-0.16,0.09,0.13,0.12,0.15,0.27,-0.13,9959.36,0.41,2026-07-31
173,2026-08-01 00:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.39,1.0,149.39,0.37,0.52,0.56,-0.43,0.37,0.56,0.12,0.15,0.27,0.29,9959.65,0.4,2026-08-01
174,2026-08-01 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.39,1.0,149.39,0.12,0.26,0.26,-0.15,0.12,0.18,0.12,0.15,0.27,-0.09,9959.56,0.4,2026-08-01
175,2026-08-01 01:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.8,1.0,49.8,0.18,0.28,0.26,-0.15,0.18,0.09,0.04,0.05,0.09,0.0,9959.56,0.4,2026-08-01
176,2026-08-01 01:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.19,0.3,0.08,-0.16,-0.16,-0.08,0.04,0.05,0.09,-0.17,9959.39,0.41,2026-08-01
177,2026-08-01 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.8,1.0,49.8,0.05,0.11,0.21,-0.08,0.05,0.03,0.04,0.05,0.09,-0.06,9959.33,0.41,2026-08-01
178,2026-08-01 03:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.8,1.0,49.8,0.52,0.25,0.08,-0.11,-0.15,-0.07,0.04,0.05,0.09,-0.16,9959.17,0.41,2026-08-01
