trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,date_utc
509,2026-08-13 02:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.02,1.0,149.02,0.46,0.3,1.26,-0.17,0.46,0.69,0.12,0.15,0.27,0.42,9934.9,0.65,2026-08-13
510,2026-08-13 02:30:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.67,1.0,49.67,0.75,0.19,1.18,-0.26,0.75,0.37,0.04,0.05,0.09,0.28,9935.18,0.65,2026-08-13
511,2026-08-13 02:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.68,1.0,49.68,0.2,0.14,0.72,-0.11,0.2,0.1,0.04,0.05,0.09,0.01,9935.19,0.65,2026-08-13
512,2026-08-13 03:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.68,1.0,49.68,0.52,0.53,0.6,-0.23,0.52,0.26,0.04,0.05,0.09,0.17,9935.36,0.65,2026-08-13
513,2026-08-13 03:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,149.03,1.0,149.03,0.54,0.32,0.88,-0.09,0.54,0.8,0.12,0.15,0.27,0.53,9935.89,0.64,2026-08-13
514,2026-08-13 09:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.04,1.0,149.04,0.89,0.34,0.42,-0.31,0.02,0.03,0.12,0.15,0.27,-0.24,9935.65,0.64,2026-08-13
515,2026-08-13 09:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,0.8,0.53,0.53,-0.34,-0.24,-0.12,0.04,0.05,0.09,-0.21,9935.44,0.65,2026-08-13
516,2026-08-13 09:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.03,1.0,149.03,0.82,0.52,0.4,-0.4,-0.32,-0.48,0.12,0.15,0.27,-0.75,9934.7,0.65,2026-08-13
517,2026-08-13 09:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.02,1.0,149.02,0.84,0.26,0.81,-0.17,0.26,0.39,0.12,0.15,0.27,0.12,9934.82,0.65,2026-08-13
518,2026-08-13 10:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,149.02,1.0,149.02,0.77,0.65,0.97,-0.53,0.77,1.15,0.12,0.15,0.27,0.89,9935.7,0.64,2026-08-13
519,2026-08-13 13:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,0.59,0.57,0.55,-0.14,-0.09,-0.04,0.04,0.05,0.09,-0.13,9935.57,0.64,2026-08-13
520,2026-08-13 13:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.03,1.0,149.03,0.42,0.7,0.27,-0.27,-0.07,-0.1,0.12,0.15,0.27,-0.37,9935.19,0.65,2026-08-13
521,2026-08-13 13:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.68,1.0,49.68,0.29,0.59,0.3,-0.38,0.29,0.14,0.04,0.05,0.09,0.05,9935.25,0.65,2026-08-13
522,2026-08-13 14:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.68,1.0,49.68,0.37,0.6,0.17,-0.19,-0.27,-0.13,0.04,0.05,0.09,-0.22,9935.02,0.65,2026-08-13
523,2026-08-13 15:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.03,1.0,149.03,1.08,0.57,0.87,-0.58,-0.44,-0.66,0.12,0.15,0.27,-0.92,9934.1,0.66,2026-08-13
524,2026-08-13 15:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.01,1.0,149.01,1.22,0.58,0.97,-0.48,0.01,0.01,0.12,0.15,0.27,-0.25,9933.85,0.66,2026-08-13
525,2026-08-13 15:45:00+00:00,SOLUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.67,1.0,49.67,0.95,0.75,0.71,-0.61,-0.49,-0.24,0.04,0.05,0.09,-0.33,9933.51,0.66,2026-08-13
526,2026-08-13 15:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.0,1.0,149.0,1.14,0.64,0.49,-0.42,-0.36,-0.54,0.12,0.15,0.27,-0.8,9932.71,0.67,2026-08-13
527,2026-08-13 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.66,1.0,49.66,0.44,0.26,0.21,-0.01,0.0,0.0,0.04,0.05,0.09,-0.09,9932.62,0.67,2026-08-13
528,2026-08-13 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.33,0.3,0.0,-0.24,0.0,0.0,0.12,0.15,0.27,-0.27,9932.35,0.68,2026-08-13
529,2026-08-13 18:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.66,1.0,49.66,0.43,0.35,0.67,-0.28,0.43,0.22,0.04,0.05,0.09,0.13,9932.48,0.68,2026-08-13
530,2026-08-13 19:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.53,0.5,0.33,-0.16,-0.16,-0.24,0.12,0.15,0.27,-0.51,9931.97,0.68,2026-08-13
531,2026-08-13 19:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.66,1.0,49.66,0.94,0.45,0.43,-0.18,0.05,0.02,0.04,0.05,0.09,-0.06,9931.91,0.68,2026-08-13
532,2026-08-13 19:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.98,1.0,148.98,0.52,0.51,0.27,-0.14,-0.09,-0.13,0.12,0.15,0.27,-0.4,9931.51,0.68,2026-08-13
533,2026-08-13 20:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.66,1.0,49.66,0.2,0.29,0.29,-0.11,0.2,0.1,0.04,0.05,0.09,0.01,9931.52,0.68,2026-08-13
534,2026-08-14 00:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.97,1.0,148.97,0.47,0.13,0.06,-0.14,0.0,0.0,0.12,0.15,0.27,-0.27,9931.25,0.69,2026-08-14
535,2026-08-14 00:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.97,1.0,148.97,0.12,0.24,0.23,-0.14,0.12,0.18,0.12,0.15,0.27,-0.08,9931.16,0.69,2026-08-14
536,2026-08-14 00:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.97,1.0,148.97,0.15,0.27,0.02,-0.29,-0.15,-0.22,0.12,0.15,0.27,-0.49,9930.67,0.69,2026-08-14
537,2026-08-14 00:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,0.6,0.26,1.34,-0.16,0.6,0.3,0.04,0.05,0.09,0.21,9930.88,0.69,2026-08-14
538,2026-08-14 01:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.96,1.0,148.96,0.51,0.09,0.08,-0.16,0.0,0.0,0.12,0.15,0.27,-0.27,9930.62,0.69,2026-08-14
539,2026-08-14 01:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.96,1.0,148.96,0.19,0.28,0.09,-0.2,-0.16,-0.24,0.12,0.15,0.27,-0.51,9930.11,0.7,2026-08-14
540,2026-08-14 03:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.95,1.0,148.95,0.56,0.15,0.87,-0.18,0.56,0.83,0.12,0.15,0.27,0.56,9930.67,0.69,2026-08-14
541,2026-08-14 03:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.96,1.0,148.96,0.54,0.4,1.16,-0.19,0.54,0.8,0.12,0.15,0.27,0.53,9931.21,0.69,2026-08-14
542,2026-08-14 03:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.97,1.0,148.97,0.71,0.07,1.46,-0.18,0.71,1.06,0.12,0.15,0.27,0.79,9932.0,0.68,2026-08-14
543,2026-08-14 04:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.98,1.0,148.98,0.84,0.29,0.9,-0.18,0.84,1.25,0.12,0.15,0.27,0.98,9932.97,0.67,2026-08-14
544,2026-08-14 11:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.34,0.41,0.09,-0.12,-0.24,-0.36,0.12,0.15,0.27,-0.63,9932.35,0.68,2026-08-14
545,2026-08-14 12:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.99,1.0,148.99,0.46,0.37,0.49,-0.18,0.46,0.68,0.12,0.15,0.27,0.41,9932.76,0.67,2026-08-14
546,2026-08-14 15:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.99,1.0,148.99,0.54,0.41,0.75,-0.22,0.54,0.8,0.12,0.15,0.27,0.53,9933.29,0.67,2026-08-14
547,2026-08-14 15:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.67,1.0,49.67,0.52,0.63,0.3,-0.48,-0.25,-0.12,0.04,0.05,0.09,-0.21,9933.08,0.67,2026-08-14
548,2026-08-14 15:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.67,1.0,49.67,0.36,0.61,0.38,-0.34,0.36,0.18,0.04,0.05,0.09,0.09,9933.17,0.67,2026-08-14
549,2026-08-14 15:30:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.67,1.0,49.67,0.55,0.62,0.05,-0.4,-0.38,-0.19,0.04,0.05,0.09,-0.28,9932.89,0.67,2026-08-14
550,2026-08-14 15:30:00+00:00,ETHUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.56,0.9,0.23,-0.42,-0.35,-0.52,0.12,0.15,0.27,-0.79,9932.1,0.68,2026-08-14
551,2026-08-14 17:30:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.98,1.0,148.98,0.78,0.24,1.68,-0.16,0.78,1.17,0.12,0.15,0.27,0.9,9933.0,0.67,2026-08-14
552,2026-08-14 17:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.66,1.0,49.66,1.03,0.43,0.81,-0.27,0.08,0.04,0.04,0.05,0.09,-0.05,9932.95,0.67,2026-08-14
553,2026-08-14 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.54,0.22,0.11,-0.11,-0.22,-0.33,0.12,0.15,0.27,-0.6,9932.35,0.68,2026-08-14
554,2026-08-14 19:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.99,1.0,148.99,0.34,0.29,0.16,-0.06,-0.11,-0.16,0.12,0.15,0.27,-0.43,9931.92,0.68,2026-08-14
555,2026-08-14 19:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.98,1.0,148.98,0.7,0.09,0.21,-0.15,-0.03,-0.04,0.12,0.15,0.27,-0.31,9931.61,0.68,2026-08-14
556,2026-08-14 19:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.97,1.0,148.97,0.18,0.32,0.06,-0.08,-0.08,-0.12,0.12,0.15,0.27,-0.39,9931.22,0.69,2026-08-14
557,2026-08-14 19:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.97,1.0,148.97,0.25,0.25,0.09,-0.1,-0.07,-0.1,0.12,0.15,0.27,-0.37,9930.85,0.69,2026-08-14
558,2026-08-14 21:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.96,1.0,148.96,0.19,0.35,0.03,-0.13,-0.14,-0.21,0.12,0.15,0.27,-0.48,9930.37,0.7,2026-08-14
559,2026-08-14 22:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.96,1.0,148.96,0.37,0.21,0.11,-0.11,0.0,0.0,0.12,0.15,0.27,-0.27,9930.1,0.7,2026-08-14
560,2026-08-14 22:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.95,1.0,148.95,0.41,0.16,0.08,-0.19,-0.12,-0.18,0.12,0.15,0.27,-0.45,9929.66,0.7,2026-08-14
561,2026-08-14 22:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.24,0.46,0.0,-0.23,-0.23,-0.34,0.12,0.15,0.27,-0.61,9929.05,0.71,2026-08-14
562,2026-08-14 23:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.32,0.22,0.3,-0.12,0.13,0.19,0.12,0.15,0.27,-0.07,9928.97,0.71,2026-08-14
563,2026-08-14 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.93,1.0,148.93,0.45,0.38,0.83,-0.2,0.45,0.66,0.12,0.15,0.27,0.4,9929.37,0.71,2026-08-14
564,2026-08-14 23:15:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,0.4,0.36,0.5,-0.17,0.4,0.2,0.04,0.05,0.09,0.11,9929.48,0.71,2026-08-14
565,2026-08-14 23:30:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,0.09,0.27,0.28,-0.16,0.09,0.05,0.04,0.05,0.09,-0.04,9929.43,0.71,2026-08-14
566,2026-08-15 00:15:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.65,1.0,49.65,0.35,0.22,0.89,-0.08,0.35,0.17,0.04,0.05,0.09,0.09,9929.52,0.7,2026-08-15
567,2026-08-15 05:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.42,0.15,0.29,-0.12,0.14,0.21,0.12,0.15,0.27,-0.06,9929.46,0.71,2026-08-15
568,2026-08-15 05:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.65,1.0,49.65,0.52,0.23,0.41,-0.19,0.11,0.05,0.04,0.05,0.09,-0.03,9929.43,0.71,2026-08-15
569,2026-08-15 06:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.26,0.39,0.21,-0.23,-0.06,-0.09,0.12,0.15,0.27,-0.36,9929.07,0.71,2026-08-15
570,2026-08-15 06:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.94,1.0,148.94,0.61,0.1,0.01,-0.05,-0.05,-0.07,0.12,0.15,0.27,-0.34,9928.73,0.71,2026-08-15
571,2026-08-15 06:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.64,1.0,49.64,-0.03,0.15,0.03,-0.07,-0.03,-0.02,0.04,0.05,0.09,-0.11,9928.62,0.71,2026-08-15
572,2026-08-15 07:45:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.93,1.0,148.93,0.6,0.27,0.2,-0.1,-0.02,-0.03,0.12,0.15,0.27,-0.3,9928.32,0.72,2026-08-15
573,2026-08-15 08:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.92,1.0,148.92,0.73,0.09,0.22,-0.04,-0.02,-0.03,0.12,0.15,0.27,-0.3,9928.02,0.72,2026-08-15
574,2026-08-15 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.64,1.0,49.64,0.22,0.16,0.0,-0.09,0.0,0.0,0.04,0.05,0.09,-0.09,9927.93,0.72,2026-08-15
575,2026-08-15 11:45:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.92,1.0,148.92,0.44,0.23,0.25,-0.12,0.05,0.07,0.12,0.15,0.27,-0.19,9927.74,0.72,2026-08-15
576,2026-08-15 12:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.92,1.0,148.92,0.44,0.31,0.14,-0.3,-0.05,-0.07,0.12,0.15,0.27,-0.34,9927.4,0.73,2026-08-15
577,2026-08-15 12:45:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.64,1.0,49.64,0.47,0.32,0.34,-0.24,0.05,0.02,0.04,0.05,0.09,-0.06,9927.33,0.73,2026-08-15
578,2026-08-15 13:15:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.64,1.0,49.64,0.2,0.13,0.14,-0.06,0.02,0.01,0.04,0.05,0.09,-0.08,9927.25,0.73,2026-08-15
579,2026-08-15 13:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.91,1.0,148.91,0.29,0.15,0.11,-0.01,-0.01,-0.01,0.12,0.15,0.27,-0.28,9926.97,0.73,2026-08-15
580,2026-08-15 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.9,1.0,148.9,0.18,0.38,0.04,-0.16,-0.13,-0.19,0.12,0.15,0.27,-0.46,9926.51,0.73,2026-08-15
581,2026-08-15 15:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.9,1.0,148.9,0.27,0.19,0.0,-0.1,-0.07,-0.1,0.12,0.15,0.27,-0.37,9926.14,0.74,2026-08-15
582,2026-08-15 16:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.89,1.0,148.89,0.23,0.22,0.37,-0.11,0.23,0.34,0.12,0.15,0.27,0.07,9926.21,0.74,2026-08-15
583,2026-08-15 16:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.63,1.0,49.63,0.24,0.14,0.11,-0.06,-0.03,-0.01,0.04,0.05,0.09,-0.1,9926.1,0.74,2026-08-15
584,2026-08-15 18:15:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.89,1.0,148.89,0.4,0.28,0.07,-0.12,-0.12,-0.18,0.12,0.15,0.27,-0.45,9925.66,0.74,2026-08-15
585,2026-08-15 18:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.88,1.0,148.88,0.19,0.08,0.0,-0.01,-0.06,-0.09,0.12,0.15,0.27,-0.36,9925.3,0.75,2026-08-15
586,2026-08-15 18:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.88,1.0,148.88,0.52,0.15,0.02,0.0,0.0,0.0,0.12,0.15,0.27,-0.27,9925.03,0.75,2026-08-15
587,2026-08-15 19:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.63,1.0,49.63,0.18,0.15,0.4,-0.05,0.18,0.09,0.04,0.05,0.09,-0.0,9925.03,0.75,2026-08-15
588,2026-08-15 19:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.63,1.0,49.63,0.05,0.26,0.14,-0.05,0.05,0.03,0.04,0.05,0.09,-0.06,9924.97,0.75,2026-08-15
589,2026-08-15 19:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.87,1.0,148.87,0.21,0.09,0.04,-0.01,-0.02,-0.03,0.12,0.15,0.27,-0.3,9924.67,0.75,2026-08-15
590,2026-08-15 20:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.87,1.0,148.87,0.22,0.07,0.02,-0.04,-0.05,-0.07,0.12,0.15,0.27,-0.34,9924.33,0.76,2026-08-15
591,2026-08-15 20:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.62,1.0,49.62,0.46,0.06,0.07,-0.01,-0.04,-0.02,0.04,0.05,0.09,-0.11,9924.22,0.76,2026-08-15
592,2026-08-15 21:00:00+00:00,SOLUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,49.62,1.0,49.62,0.11,0.22,0.2,-0.08,0.11,0.05,0.04,0.05,0.09,-0.04,9924.18,0.76,2026-08-15
593,2026-08-15 21:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.86,1.0,148.86,0.18,0.13,0.06,-0.03,-0.08,-0.12,0.12,0.15,0.27,-0.39,9923.79,0.76,2026-08-15
594,2026-08-15 21:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.86,1.0,148.86,0.02,0.41,0.01,-0.11,-0.24,-0.36,0.12,0.15,0.27,-0.63,9923.17,0.77,2026-08-15
595,2026-08-15 22:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.85,1.0,148.85,0.55,0.27,0.52,-0.19,-0.06,-0.09,0.12,0.15,0.27,-0.36,9922.81,0.77,2026-08-15
596,2026-08-15 23:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.61,1.0,49.61,0.63,0.29,0.21,-0.21,-0.24,-0.12,0.04,0.05,0.09,-0.21,9922.6,0.77,2026-08-15
597,2026-08-15 23:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.84,1.0,148.84,0.48,0.26,0.25,-0.15,-0.03,-0.04,0.12,0.15,0.27,-0.31,9922.29,0.78,2026-08-15
