trade_id,timestamp,symbol,direction,status,gate_combo_tag,rejection_reason,outcome,margin_allocated,leverage,notional_position,dynamic_tp_pct,dynamic_sl_pct,actual_mfe_pct,actual_mae_pct,gross_return_pct,gross_pnl,fees_paid,slippage_cost,friction_tax,net_pnl,account_equity,drawdown_pct,shadow_net_pnl,date_utc
227,2026-08-03 11:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.95,2.5,187.37,0.8,0.41,0.22,-0.35,-0.16,-0.3,0.15,0.19,0.34,-0.64,9992.52,0.36,,2026-08-03
228,2026-08-03 11:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.96,5.0,249.81,1.2,0.61,0.21,-0.3,-0.27,-0.67,0.2,0.25,0.45,-1.12,9991.39,0.37,,2026-08-03
229,2026-08-03 11:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.87,5.0,749.35,0.82,0.37,0.18,-0.22,-0.22,-1.65,0.6,0.75,1.35,-3.0,9988.4,0.4,,2026-08-03
230,2026-08-03 12:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.91,2.5,187.28,0.73,0.31,1.44,-0.17,0.73,1.36,0.15,0.19,0.34,1.03,9989.42,0.39,,2026-08-03
231,2026-08-03 13:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.92,2.5,187.3,0.93,0.35,2.07,-0.35,0.93,1.74,0.15,0.19,0.34,1.4,9990.82,0.38,,2026-08-03
232,2026-08-03 13:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.93,2.5,187.33,1.65,0.66,2.02,-0.67,1.65,3.09,0.15,0.19,0.34,2.76,9993.58,0.35,,2026-08-03
233,2026-08-03 13:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.98,2.5,62.46,0.9,0.59,1.46,-0.6,0.9,0.56,0.05,0.06,0.11,0.45,9994.03,0.34,,2026-08-03
234,2026-08-03 13:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.96,2.5,187.39,1.05,0.58,1.5,-0.51,1.05,1.97,0.15,0.19,0.34,1.63,9995.66,0.33,,2026-08-03
235,2026-08-03 21:30:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.93,5.0,749.67,0.58,0.4,0.56,-0.08,-0.2,-1.5,0.6,0.75,1.35,-2.85,9992.82,0.36,,2026-08-03
236,2026-08-03 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.89,5.0,749.46,0.89,0.5,0.82,-0.28,-0.22,-1.65,0.6,0.75,1.35,-3.0,9989.82,0.39,,2026-08-03
237,2026-08-03 22:00:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.85,5.0,749.24,0.73,0.66,0.69,-0.24,-0.3,-2.25,0.6,0.75,1.35,-3.6,9986.22,0.42,,2026-08-03
238,2026-08-03 22:00:00+00:00,XRPUSDT,SHORT,EXECUTED,MED_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,24.97,2.5,62.41,0.94,0.74,0.56,-0.4,-0.03,-0.02,0.05,0.06,0.11,-0.13,9986.09,0.42,,2026-08-03
239,2026-08-03 22:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.9,2.5,187.24,0.43,0.45,0.48,-0.26,0.43,0.81,0.15,0.19,0.34,0.47,9986.56,0.42,,2026-08-03
240,2026-08-04 01:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.9,2.5,187.25,0.55,0.65,0.23,-0.37,-0.41,-0.77,0.15,0.19,0.34,-1.1,9985.46,0.43,,2026-08-04
241,2026-08-04 01:45:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.89,2.5,187.23,0.81,0.64,0.62,-0.31,-0.22,-0.41,0.15,0.19,0.34,-0.75,9984.71,0.44,,2026-08-04
242,2026-08-04 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.89,2.5,187.21,1.19,0.57,0.49,-0.12,-0.11,-0.21,0.15,0.19,0.34,-0.54,9984.17,0.44,,2026-08-04
243,2026-08-04 02:00:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.96,2.5,62.4,0.69,0.53,0.91,-0.38,0.69,0.43,0.05,0.06,0.11,0.32,9984.49,0.44,,2026-08-04
244,2026-08-04 02:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.88,2.5,187.21,0.61,0.53,0.28,-0.44,-0.29,-0.54,0.15,0.19,0.34,-0.88,9983.61,0.45,,2026-08-04
245,2026-08-04 05:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.88,2.5,187.19,0.25,0.29,0.37,-0.26,0.25,0.47,0.15,0.19,0.34,0.13,9983.74,0.45,,2026-08-04
246,2026-08-04 06:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.92,5.0,249.59,0.41,0.38,0.33,-0.19,-0.33,-0.82,0.2,0.25,0.45,-1.27,9982.47,0.46,,2026-08-04
247,2026-08-04 06:30:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.74,5.0,748.69,0.84,0.6,0.17,-0.5,-0.36,-2.7,0.6,0.75,1.35,-4.04,9978.42,0.5,,2026-08-04
248,2026-08-04 06:30:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.68,5.0,748.38,0.63,0.61,0.46,-0.44,-0.22,-1.65,0.6,0.75,1.35,-2.99,9975.43,0.53,,2026-08-04
249,2026-08-04 06:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.63,5.0,748.16,0.49,0.28,0.34,-0.15,-0.15,-1.12,0.6,0.75,1.35,-2.47,9972.96,0.55,,2026-08-04
250,2026-08-04 08:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.8,2.5,186.99,0.56,0.28,0.24,-0.02,0.0,0.0,0.15,0.19,0.34,-0.34,9972.63,0.56,,2026-08-04
251,2026-08-04 08:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.86,5.0,249.32,0.35,0.35,0.48,-0.15,0.35,0.87,0.2,0.25,0.45,0.42,9973.05,0.55,,2026-08-04
252,2026-08-04 10:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.8,2.5,186.99,0.76,0.62,0.48,-0.16,-0.3,-0.56,0.15,0.19,0.34,-0.9,9972.15,0.56,,2026-08-04
253,2026-08-04 10:45:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.93,2.5,62.33,0.83,0.72,0.81,-0.23,0.35,0.22,0.05,0.06,0.11,0.11,9972.26,0.56,,2026-08-04
254,2026-08-04 11:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.79,2.5,186.98,0.54,0.41,1.26,-0.2,0.54,1.02,0.15,0.19,0.34,0.68,9972.94,0.55,,2026-08-04
255,2026-08-04 11:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.8,2.5,186.99,1.3,0.7,0.98,-0.54,0.68,1.27,0.15,0.19,0.34,0.93,9973.88,0.55,,2026-08-04
256,2026-08-04 11:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.8,2.5,187.01,0.61,0.4,0.29,-0.2,0.1,0.19,0.15,0.19,0.34,-0.15,9973.73,0.55,,2026-08-04
257,2026-08-04 13:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.87,5.0,249.34,0.78,0.65,0.1,-0.49,-0.4,-1.0,0.2,0.25,0.45,-1.45,9972.28,0.56,,2026-08-04
258,2026-08-04 14:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.79,2.5,186.98,0.64,0.65,0.41,-0.27,-0.41,-0.77,0.15,0.19,0.34,-1.1,9971.18,0.57,,2026-08-04
259,2026-08-04 14:45:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.78,2.5,186.96,0.49,0.35,0.07,-0.11,0.0,0.0,0.15,0.19,0.34,-0.34,9970.84,0.58,,2026-08-04
260,2026-08-04 15:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.85,5.0,249.27,0.47,0.34,0.21,-0.2,0.17,0.42,0.2,0.25,0.45,-0.02,9970.81,0.58,,2026-08-04
261,2026-08-04 15:30:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.78,2.5,186.95,0.49,0.41,0.33,-0.43,-0.22,-0.41,0.15,0.19,0.34,-0.75,9970.07,0.58,,2026-08-04
262,2026-08-04 16:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.85,5.0,249.25,0.36,0.44,0.09,-0.1,0.0,0.0,0.2,0.25,0.45,-0.45,9969.62,0.59,,2026-08-04
263,2026-08-04 17:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.77,2.5,186.93,0.63,0.56,0.34,-0.33,-0.04,-0.07,0.15,0.19,0.34,-0.41,9969.21,0.59,,2026-08-04
264,2026-08-04 17:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.77,2.5,186.92,0.48,0.35,0.17,-0.2,0.03,0.06,0.15,0.19,0.34,-0.28,9968.93,0.59,,2026-08-04
265,2026-08-04 17:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.84,5.0,249.22,0.43,0.47,0.1,-0.3,0.0,0.0,0.2,0.25,0.45,-0.45,9968.48,0.6,,2026-08-04
266,2026-08-04 18:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.76,2.5,186.91,0.63,0.44,0.44,-0.4,-0.16,-0.3,0.15,0.19,0.34,-0.64,9967.84,0.61,,2026-08-04
267,2026-08-04 21:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.76,2.5,186.9,0.53,0.36,0.07,-0.21,-0.23,-0.43,0.15,0.19,0.34,-0.77,9967.08,0.61,,2026-08-04
268,2026-08-04 21:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.51,5.0,747.53,0.61,0.31,0.21,-0.09,-0.2,-1.5,0.6,0.75,1.35,-2.84,9964.24,0.64,,2026-08-04
269,2026-08-04 22:00:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.82,5.0,249.11,0.75,0.28,1.94,-0.29,0.75,1.87,0.2,0.25,0.45,1.42,9965.66,0.63,,2026-08-04
270,2026-08-04 22:30:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.91,2.5,62.29,0.15,0.26,0.22,-0.09,0.15,0.1,0.05,0.06,0.11,-0.02,9965.64,0.63,,2026-08-04
271,2026-08-04 23:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.74,2.5,186.86,0.42,0.6,0.04,-0.24,0.0,0.0,0.15,0.19,0.34,-0.34,9965.3,0.63,,2026-08-04
272,2026-08-04 23:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.48,5.0,747.4,0.77,0.49,0.47,-0.6,-0.36,-2.69,0.6,0.75,1.35,-4.04,9961.27,0.67,,2026-08-04
273,2026-08-04 23:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.71,2.5,186.77,0.55,0.46,0.74,-0.44,0.55,1.03,0.15,0.19,0.34,0.69,9961.96,0.66,,2026-08-04
274,2026-08-04 23:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.43,5.0,747.15,0.72,0.66,0.69,-0.54,-0.28,-2.09,0.6,0.75,1.34,-3.44,9958.52,0.7,,2026-08-04
275,2026-08-04 23:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.38,5.0,746.89,0.4,0.41,0.24,-0.18,-0.35,-2.61,0.6,0.75,1.34,-3.96,9954.56,0.74,,2026-08-04
276,2026-08-05 02:00:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.66,2.5,186.65,1.12,0.75,0.35,-0.2,-0.59,-1.1,0.15,0.19,0.34,-1.44,9953.13,0.75,,2026-08-05
277,2026-08-05 02:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.65,2.5,186.62,1.06,0.57,0.07,-0.2,-0.5,-0.93,0.15,0.19,0.34,-1.27,9951.86,0.76,,2026-08-05
278,2026-08-05 02:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,24.88,2.5,62.2,0.59,0.45,0.13,-0.1,-0.18,-0.11,0.05,0.06,0.11,-0.22,9951.63,0.77,,2026-08-05
279,2026-08-05 02:30:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.64,2.5,186.59,0.37,0.53,0.09,-0.24,-0.18,-0.34,0.15,0.19,0.34,-0.67,9950.96,0.77,,2026-08-05
280,2026-08-05 03:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.63,2.5,186.58,0.72,0.43,0.56,-0.46,0.1,0.19,0.15,0.19,0.34,-0.15,9950.81,0.78,,2026-08-05
281,2026-08-05 03:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.26,5.0,746.31,0.75,0.47,0.07,-0.31,-0.37,-2.76,0.6,0.75,1.34,-4.1,9946.71,0.82,,2026-08-05
282,2026-08-05 03:45:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.2,5.0,746.0,0.33,0.11,0.15,-0.03,0.01,0.07,0.6,0.75,1.34,-1.27,9945.44,0.83,,2026-08-05
283,2026-08-05 03:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.18,5.0,745.91,0.58,0.47,0.22,-0.05,-0.24,-1.79,0.6,0.75,1.34,-3.13,9942.31,0.86,,2026-08-05
284,2026-08-05 05:00:00+00:00,BTCUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.57,2.5,186.42,0.66,0.25,0.32,-0.24,-0.2,-0.37,0.15,0.19,0.34,-0.71,9941.6,0.87,,2026-08-05
285,2026-08-05 05:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.56,2.5,186.4,1.61,0.56,0.16,-0.35,-0.36,-0.67,0.15,0.19,0.34,-1.01,9940.59,0.88,,2026-08-05
286,2026-08-05 05:15:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.7,5.0,248.51,0.64,0.39,0.17,-0.16,-0.24,-0.6,0.2,0.25,0.45,-1.04,9939.55,0.89,,2026-08-05
287,2026-08-05 07:00:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,149.09,5.0,745.47,0.59,0.28,0.24,-0.13,-0.11,-0.82,0.6,0.75,1.34,-2.16,9937.39,0.91,,2026-08-05
288,2026-08-05 07:15:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.06,5.0,745.3,0.44,0.41,0.12,-0.18,-0.21,-1.57,0.6,0.75,1.34,-2.91,9934.48,0.94,,2026-08-05
289,2026-08-05 07:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,149.02,5.0,745.09,0.49,0.65,0.07,-0.24,-0.39,-2.91,0.6,0.75,1.34,-4.25,9930.23,0.98,,2026-08-05
290,2026-08-05 08:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.48,2.5,186.19,0.86,0.6,0.11,-0.26,-0.15,-0.28,0.15,0.19,0.34,-0.61,9929.62,0.99,,2026-08-05
291,2026-08-05 09:00:00+00:00,ETHUSDT,LONG,EXECUTED,LOW_RISK__LOW_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,49.65,5.0,248.24,0.33,0.31,0.24,-0.14,-0.09,-0.22,0.2,0.25,0.45,-0.67,9928.95,0.99,,2026-08-05
292,2026-08-05 09:15:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.47,2.5,186.17,0.47,0.38,0.1,-0.04,-0.11,-0.2,0.15,0.19,0.34,-0.54,9928.41,1.0,,2026-08-05
293,2026-08-05 10:00:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.46,2.5,186.16,0.59,0.47,0.19,-0.24,-0.1,-0.19,0.15,0.19,0.34,-0.52,9927.89,1.0,,2026-08-05
294,2026-08-05 10:45:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,148.92,5.0,744.59,0.63,0.53,0.16,-0.3,-0.6,-4.47,0.6,0.74,1.34,-5.81,9922.08,1.06,,2026-08-05
295,2026-08-05 11:15:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.83,5.0,744.16,0.54,0.26,0.07,-0.11,-0.19,-1.41,0.6,0.74,1.34,-2.75,9919.32,1.09,,2026-08-05
296,2026-08-05 12:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.39,2.5,185.99,0.35,0.48,0.5,-0.19,0.35,0.65,0.15,0.19,0.33,0.32,9919.64,1.09,,2026-08-05
297,2026-08-05 12:15:00+00:00,ETHUSDT,LONG,EXECUTED,MED_RISK__LOW_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,24.8,2.5,62.0,0.65,1.17,2.4,-1.45,0.65,0.41,0.05,0.06,0.11,0.29,9919.93,1.08,,2026-08-05
298,2026-08-05 12:15:00+00:00,BTCUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,148.8,3.0,446.4,1.34,0.88,0.79,-0.99,0.34,1.52,0.36,0.45,0.8,0.71,9920.65,1.08,,2026-08-05
299,2026-08-05 12:30:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.4,2.5,186.01,1.42,0.65,0.24,-0.07,-0.35,-0.65,0.15,0.19,0.33,-0.99,9919.66,1.09,,2026-08-05
300,2026-08-05 13:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.79,5.0,743.97,0.47,0.61,0.7,-0.16,0.47,3.47,0.6,0.74,1.34,2.13,9921.79,1.06,,2026-08-05
301,2026-08-05 13:30:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.41,2.5,186.03,0.86,0.61,0.55,-0.26,-0.26,-0.48,0.15,0.19,0.33,-0.82,9920.97,1.07,,2026-08-05
302,2026-08-05 14:00:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.41,2.5,186.02,0.35,0.51,0.06,-0.39,0.0,0.0,0.15,0.19,0.33,-0.33,9920.64,1.08,,2026-08-05
303,2026-08-05 14:15:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.4,2.5,186.01,0.75,0.43,0.1,-0.36,-0.11,-0.2,0.15,0.19,0.33,-0.54,9920.1,1.08,,2026-08-05
304,2026-08-05 14:45:00+00:00,DOGEUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,74.4,2.5,186.0,0.34,0.51,0.24,-0.24,-0.06,-0.11,0.15,0.19,0.33,-0.45,9919.65,1.09,,2026-08-05
305,2026-08-05 15:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.4,2.5,185.99,0.27,0.46,0.28,-0.01,0.27,0.49,0.15,0.19,0.33,0.16,9919.81,1.08,,2026-08-05
306,2026-08-05 15:15:00+00:00,SOLUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.4,2.5,186.0,1.38,0.5,1.09,-0.23,0.43,0.8,0.15,0.19,0.33,0.46,9920.28,1.08,,2026-08-05
307,2026-08-05 15:45:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,49.6,5.0,248.01,1.33,0.49,0.02,-0.37,0.0,0.0,0.2,0.25,0.45,-0.45,9919.83,1.08,,2026-08-05
308,2026-08-05 15:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TIME_CLOSE_EXIT,74.4,2.5,186.0,0.81,0.55,0.01,-0.37,-0.36,-0.67,0.15,0.19,0.33,-1.0,9918.82,1.09,,2026-08-05
309,2026-08-05 16:00:00+00:00,XRPUSDT,LONG,EXECUTED,MED_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,74.39,2.5,185.98,0.54,0.39,0.8,-0.39,0.54,1.01,0.15,0.19,0.33,0.68,9919.5,1.09,,2026-08-05
310,2026-08-05 16:15:00+00:00,DOGEUSDT,LONG,EXECUTED,HIGH_RISK__HIGH_QUAL__LOW_PROFIT,None,TIME_CLOSE_EXIT,37.2,1.0,37.2,0.81,1.07,0.4,-0.51,-0.26,-0.1,0.03,0.04,0.07,-0.16,9919.34,1.09,,2026-08-05
311,2026-08-05 21:15:00+00:00,XRPUSDT,SHORT,EXECUTED,LOW_RISK__LOW_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,49.6,5.0,247.98,1.29,0.6,2.33,-0.39,1.29,3.19,0.2,0.25,0.45,2.74,9922.08,1.06,,2026-08-05
312,2026-08-05 21:15:00+00:00,SOLUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.83,5.0,744.16,0.6,0.7,1.01,-0.28,0.6,4.48,0.6,0.74,1.34,3.14,9925.22,1.03,,2026-08-05
313,2026-08-05 21:45:00+00:00,DOGEUSDT,SHORT,EXECUTED,MED_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,74.44,2.5,186.1,0.42,0.39,0.86,-0.16,0.42,0.78,0.15,0.19,0.33,0.44,9925.66,1.03,,2026-08-05
314,2026-08-05 22:00:00+00:00,BTCUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__LOW_PROFIT,None,TAKE_PROFIT_HIT,148.88,5.0,744.42,0.33,0.28,0.38,-0.15,0.33,2.49,0.6,0.74,1.34,1.15,9926.81,1.01,,2026-08-05
315,2026-08-05 22:45:00+00:00,ETHUSDT,SHORT,EXECUTED,LOW_RISK__HIGH_QUAL__HIGH_PROFIT,None,TAKE_PROFIT_HIT,148.9,5.0,744.51,0.48,0.44,0.62,-0.38,0.48,3.54,0.6,0.74,1.34,2.2,9929.01,0.99,,2026-08-05
