Direction,Type,Target,Max_Depth,Min_Samples_Leaf,Score,Time_s
SHORT,Regression,entry_timing,5,1,0.01124167112657164,6.868526220321655
SHORT,Regression,entry_timing,5,5,0.011597993386892292,6.993029832839966
SHORT,Regression,entry_timing,5,10,0.011597469729493848,6.954108476638794
SHORT,Regression,entry_timing,5,20,0.012360722178194927,7.021489381790161
SHORT,Regression,entry_timing,6,1,0.011821515415569417,8.13648533821106
SHORT,Regression,entry_timing,6,5,0.01279143074667204,7.86048698425293
SHORT,Regression,entry_timing,6,10,0.01312813463809701,7.847241163253784
SHORT,Regression,entry_timing,6,20,0.013304045756626604,7.828328847885132
SHORT,Regression,entry_timing,7,1,0.01135059685838673,8.920770406723022
SHORT,Regression,entry_timing,7,5,0.013884529677027312,8.83142614364624
SHORT,Regression,entry_timing,7,10,0.013859111208820996,8.724483728408813
SHORT,Regression,entry_timing,7,20,0.01432804978180804,8.724820375442505
SHORT,Regression,exit_timing,2,1,0.0185315345898339,20.601463317871094
SHORT,Regression,exit_timing,2,5,0.018692530792233097,20.473361015319824
SHORT,Regression,exit_timing,2,10,0.018721624737902464,20.512213230133057
SHORT,Regression,exit_timing,2,20,0.01879386026437597,20.751959800720215
SHORT,Regression,exit_timing,3,1,0.02152822913253649,29.492278814315796
SHORT,Regression,exit_timing,3,5,0.022632325358061922,29.787014961242676
SHORT,Regression,exit_timing,3,10,0.022954761719974813,29.306995630264282
SHORT,Regression,exit_timing,3,20,0.023090970378892427,29.860759258270264
SHORT,Regression,exit_timing,4,1,0.025028995946440702,39.31498885154724
SHORT,Regression,exit_timing,4,5,0.0274409339339704,40.927727699279785
SHORT,Regression,exit_timing,4,10,0.027594328854032568,39.40305829048157
SHORT,Regression,exit_timing,4,20,0.02831224104206609,39.2277615070343
SHORT,Regression,exit_timing,5,1,0.027800721484441304,47.676878690719604
SHORT,Regression,exit_timing,5,5,0.03126850080725119,48.128140687942505
SHORT,Regression,exit_timing,5,10,0.03243101392368859,48.33922052383423
SHORT,Regression,exit_timing,5,20,0.03353544059029541,47.242194414138794
SHORT,Regression,exit_timing,6,1,0.030363751905731862,56.121028423309326
SHORT,Regression,exit_timing,6,5,0.03514047106559572,56.539077281951904
SHORT,Regression,exit_timing,6,10,0.03619705934071908,56.06227993965149
SHORT,Regression,exit_timing,6,20,0.038006004100038,56.063175201416016
SHORT,Regression,exit_timing,7,1,0.03214937327023008,67.8930435180664
SHORT,Regression,exit_timing,7,5,0.03811271152825444,64.78213000297546
SHORT,Regression,exit_timing,7,10,0.039570262328226205,63.77736496925354
SHORT,Regression,exit_timing,7,20,0.04147674450836993,63.63502359390259
